Model,Scenario,Region,Variable,Unit,Mip_Era,Activity_Id,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
FaIR1.6,not_applicable,World,Emissions|CH4,Mt CH4/yr,CMIP6,not_applicable,192.9865503,194.2676485,196.2481661,195.5209562,194.9518486,194.8304881,195.4374943,194.7691849,194.2208553,193.0528437,191.3397068,193.5448802,194.3510176,195.4235606,195.8987769,195.8680272,195.7197912,196.0749944,194.7813141,194.7664189,195.0134941,195.2537907,197.1813481,195.9985179,194.5330986,195.0713422,195.8179272,195.8537374,193.7779827,194.0593617,194.387406,194.866583,194.9425492,194.4977234,194.5339306,194.4431463,194.2490828,193.5642013,194.1825656,194.038083,194.2238508,194.4198742,194.7129893,194.2799312,194.3944897,194.2429419,194.6772638,194.8186738,194.9678799,194.8985326,194.8582939,194.8924936,195.2762034,195.6676215,195.9864336,196.2463424,196.2335138,196.5766079,196.6160744,196.7679001,197.4791574,197.9973876,198.2306599,198.4733978,197.3075861,197.7266381,197.7769072,198.9134429,198.0867711,197.6061344,197.2619557,197.6122651,198.4443699,198.3800656,198.5566739,198.4926717,198.1568575,197.9441795,197.8299713,197.4491665,197.3801784,197.167044,197.1024665,196.3857612,197.0102261,196.4477729,194.9773427,193.8948857,192.8631815,192.8720473,193.9092776,194.2004577,194.7920496,196.4928609,198.5201067,198.3983947,197.2319999,194.6327868,192.5976094,192.0425425,191.4788789,191.6023814,193.2096398,194.4591262,194.3341594,194.9555928,194.7770078,195.2190585,195.7918363,196.2673304,196.0859969,196.4851338,197.756587,199.2226898,200.2226763,199.6638632,200.0801113,200.5737616,199.2791276,198.2154029,196.558205,194.2326128,193.1844149,191.6543743,192.6124341,192.1695176,191.0540241,190.7274405,190.7963552,191.2694822,191.6786934,191.1209734,190.7651617,190.929715,191.2064186,191.6779854,191.2822549,191.8075918,191.1537803,191.6187431,191.5625446,191.7809679,193.6619924,193.3528442,191.4942491,189.9179056,186.4864299,185.7344182,188.5144482,189.6344326,189.4743458,189.515025,191.5726045,192.3074943,196.0704195,196.3551118,197.863415,199.5997985,196.9005348,198.4678599,199.1932636,197.7538108,196.8339192,192.6660574,191.1596095,191.9928963,203.6948513,199.1969168,203.4548298,206.7013159,207.5109274,207.9290976,208.6655041,206.9695216,202.7819764,198.7479911,194.9671853,196.4225378,203.6013922,207.1469249,207.3404795,204.9180863,204.3673073,204.7579205,206.6675432,207.13519,205.8273515,205.3197476,205.3922092,211.0779242,203.058994,202.3748527,206.1949797,204.06015,200.7978533,198.056508,200.7202809,204.7545478,204.2336541,199.6481058,195.0000504,197.7966221,196.5102181,202.9904121,206.4585972,208.4088449,213.1401124,212.3804322,204.0294425,199.189755,188.8080084,180.4073747,199.0666926,211.8673473,207.8152375,201.1669409,193.1224285,193.9488624,208.1290829,210.6288974,222.7801928,219.092441,213.2357485,199.9253173,200.7341417,209.7974688,215.2816828,218.2426887,222.2523814,224.2062634,224.8919026,228.1985579,226.5361427,224.0554038,220.8595776,226.3317244,228.3654244,233.3205536,220.1628333,223.8192511,224.143563,219.7257061,222.9313293,213.3970092,216.1041282,217.8184382,207.9983391,202.3073211,212.2712503,223.2550579,205.0952444,199.6285705,204.2696851,203.6114711,185.2817784,172.0375475,165.6674938,176.9221246,187.711435,169.4138116,171.1583287,167.0894242,155.0349068,165.7833971,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206,168.8386206
FaIR1.6,not_applicable,World,Emissions|N2O,Mt N2ON/yr,CMIP6,not_applicable,11.13773023,11.28123629,11.30121624,11.36605577,11.35190013,11.31287516,11.27846561,11.22380935,11.30275392,11.31783845,11.27839428,11.28324069,11.27819135,11.39727443,11.32851211,11.29895612,11.23935288,11.3082802,11.24369366,11.24315434,11.27231472,11.22726254,11.22645486,11.2157305,11.22470879,11.20399965,11.20791108,11.19195595,11.19073518,11.18454464,11.17826804,11.16691655,11.16047509,11.14400749,11.15220891,11.14550457,11.15371192,11.12711061,11.11028063,11.11810381,11.10606761,11.0938967,11.10649281,11.02978852,11.04673543,11.01412358,11.01603773,11.02288557,11.00494251,11.01660715,10.96881793,11.00498095,11.03149581,10.98372516,10.97525076,10.96669583,10.96801042,10.96426074,10.97048212,10.91212409,10.93266448,10.91372347,10.88959999,10.85032611,10.85043214,10.77607344,10.83015025,10.83502372,10.82991107,10.89928633,10.78546713,10.809701,10.80433127,10.79388781,10.73866327,10.66805303,10.67631527,10.70446028,10.77248855,10.7517293,10.75059034,10.71466736,10.54930317,10.56131874,10.12648771,10.22930252,10.26842194,10.47666728,10.83556217,10.82500568,10.56602726,10.30482436,10.3096404,10.95493138,11.02961729,10.7819851,11.2622163,11.2250004,11.16742967,11.14906851,11.13543909,11.16069075,11.160319,11.26443076,11.27539588,11.31164725,11.31442269,11.25805962,11.17691626,11.4634871,11.57428321,11.69189014,11.65709933,11.55744799,11.53152048,11.58964786,11.63361228,11.62317871,11.69160685,11.65634249,11.60603314,11.72651378,11.68214104,11.65465081,11.6064545,11.5989426,11.48098199,11.35277335,11.37530618,11.32288153,11.31565625,11.19593727,11.20714227,11.16928651,11.16241013,11.14077484,11.08973693,11.18755945,11.0621505,11.18842246,11.03326758,10.97876266,11.07472643,11.15171114,11.25860578,11.28730937,11.11323898,11.12660434,11.12111818,11.27997189,11.28144122,11.34313901,11.78257183,12.01639653,11.92426702,11.91009042,11.92024065,12.02485701,12.22006146,12.2433343,12.37086568,12.58824484,12.04987517,12.26784888,12.31665406,12.19532379,11.85828416,12.03501061,11.46456049,10.73729721,10.8798226,11.02534254,11.11858597,11.93229809,11.13827173,10.67568125,10.62761547,10.65452896,10.8663205,10.6843278,10.62176413,11.30561479,10.86944182,11.12044829,10.85736513,10.97413506,11.17132769,11.38933374,11.56820316,11.34940661,11.5238985,11.56786844,11.64677839,13.36474558,11.12389844,10.98789403,10.66893114,9.910168738,9.54628538,9.390495276,9.785184093,9.633351439,9.813390161,10.49128293,9.98637254,10.353458,10.54776641,10.41900997,10.0513221,9.774678854,10.11583847,10.09460677,10.04935209,10.12792371,9.890817887,9.759629139,9.830040424,9.658450738,9.531448241,9.437634751,9.431341998,9.517745794,9.471440091,9.350128203,9.376027948,9.39116482,9.335838294,9.29383934,9.282433025,9.259343306,9.277005604,9.425328421,9.503774333,9.548028833,9.752064456,9.978626879,10.12334115,10.15612502,10.35457196,12.29829305,10.54058537,9.035538307,8.729358525,8.180682769,9.817575663,8.568330857,11.25820589,10.5165149,9.800884906,10.44748867,11.8789744,10.39941799,9.679995585,9.688904174,9.589342598,10.20717145,10.24521962,9.879948676,11.10012887,9.94284361,10.76054954,11.58264489,10.7530518,11.02575236,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922,11.7460922
